"Date","Price","Open","High","Low","Vol.","Change %"
"May 14, 2019","91.560","87.682","93.772","86.986","18.74M","4.41%"
"May 13, 2019","87.695","84.795","92.522","84.424","15.89M","3.42%"
"May 12, 2019","84.794","88.047","93.804","83.800","21.95M","-3.89%"
"May 11, 2019","88.224","77.052","95.247","77.052","23.10M","14.53%"
"May 10, 2019","77.035","74.192","79.138","72.801","12.15M","3.87%"
"May 09, 2019","74.166","74.425","76.562","72.874","9.24M","-0.36%"
"May 08, 2019","74.432","74.725","75.493","72.848","9.16M","-0.39%"
"May 07, 2019","74.726","74.919","78.384","74.197","12.76M","-0.25%"
"May 06, 2019","74.914","75.668","76.423","71.824","12.98M","-0.98%"
"May 05, 2019","75.652","77.806","78.016","75.535","11.35M","-2.77%"
"May 04, 2019","77.806","79.158","82.339","74.997","14.82M","-1.71%"
"May 03, 2019","79.160","73.713","80.028","73.334","14.73M","7.38%"
"May 02, 2019","73.718","73.384","74.359","72.763","10.34M","0.43%"
"May 01, 2019","73.400","74.228","75.207","71.987","10.53M","-1.12%"
"Apr 30, 2019","74.235","67.737","74.599","67.693","13.22M","9.60%"
"Apr 29, 2019","67.730","69.869","70.334","66.768","9.37M","-3.04%"
"Apr 28, 2019","69.857","72.218","72.602","69.107","9.55M","-3.27%"
"Apr 27, 2019","72.221","73.767","73.888","72.023","7.97M","-2.10%"
"Apr 26, 2019","73.771","71.776","76.030","70.460","12.28M","2.87%"
"Apr 25, 2019","71.713","72.884","74.214","70.879","11.07M","-1.61%"
"Apr 24, 2019","72.884","73.810","74.729","70.423","14.47M","-1.28%"
"Apr 23, 2019","73.828","76.508","78.936","73.808","11.16M","-3.50%"
"Apr 22, 2019","76.504","76.696","77.474","75.103","10.11M","-0.24%"
"Apr 21, 2019","76.691","80.991","81.450","73.992","11.99M","-5.31%"
"Apr 20, 2019","80.990","82.173","82.528","79.665","8.48M","-1.44%"
"Apr 19, 2019","82.173","81.796","82.983","80.022","9.87M","0.47%"
"Apr 18, 2019","81.791","78.963","82.917","78.898","9.93M","3.59%"
"Apr 17, 2019","78.960","80.406","81.347","78.298","8.35M","-1.81%"
"Apr 16, 2019","80.415","78.182","81.251","77.323","8.03M","2.84%"
"Apr 15, 2019","78.196","83.281","84.299","75.494","11.12M","-6.10%"
"Apr 14, 2019","83.277","77.670","83.291","76.259","8.00M","7.21%"
"Apr 13, 2019","77.675","78.519","81.012","75.761","7.93M","-1.08%"
"Apr 12, 2019","78.519","79.006","80.265","75.216","8.94M","-0.62%"
"Apr 11, 2019","79.007","88.159","88.393","74.998","12.71M","-10.38%"
"Apr 10, 2019","88.160","86.219","90.553","86.138","7.49M","2.24%"
"Apr 09, 2019","86.231","88.723","88.797","83.291","7.69M","-2.81%"
"Apr 08, 2019","88.728","91.605","93.630","85.641","9.59M","-3.14%"
"Apr 07, 2019","91.607","92.291","95.428","89.117","9.03M","-0.75%"
"Apr 06, 2019","92.300","88.267","97.259","85.401","10.84M","4.59%"
"Apr 05, 2019","88.254","84.810","89.538","84.388","9.15M","4.04%"
"Apr 04, 2019","84.830","85.219","89.607","80.774","14.05M","-0.46%"
"Apr 03, 2019","85.223","76.863","97.788","76.553","32.30M","10.87%"
"Apr 02, 2019","76.867","60.613","78.252","60.353","23.25M","26.82%"
"Apr 01, 2019","60.612","60.782","61.054","60.339","9.12M","-0.28%"
"Mar 31, 2019","60.785","60.788","60.998","60.267","7.38M","-0.00%"
"Mar 30, 2019","60.787","61.591","61.717","60.306","8.38M","-1.30%"
"Mar 29, 2019","61.590","60.756","61.775","60.406","9.28M","1.37%"
"Mar 28, 2019","60.756","61.657","61.684","60.433","7.85M","-1.47%"
"Mar 27, 2019","61.662","59.034","61.920","58.866","11.82M","4.46%"
"Mar 26, 2019","59.031","59.277","59.444","57.790","8.99M","-0.41%"
"Mar 25, 2019","59.272","59.986","63.161","58.484","12.22M","-1.19%"
"Mar 24, 2019","59.985","61.044","61.044","59.256","10.93M","-1.74%"
"Mar 23, 2019","61.044","59.440","61.677","59.141","12.32M","2.69%"
"Mar 22, 2019","59.444","58.790","59.700","58.305","9.78M","1.11%"
"Mar 21, 2019","58.790","60.442","60.722","57.633","11.11M","-2.72%"
"Mar 20, 2019","60.437","59.647","60.707","57.461","12.29M","1.33%"
"Mar 19, 2019","59.643","59.338","60.034","58.559","11.03M","0.51%"
"Mar 18, 2019","59.338","60.668","62.571","58.486","13.66M","-2.19%"
"Mar 17, 2019","60.668","61.322","61.438","59.904","10.14M","-1.07%"
"Mar 16, 2019","61.321","58.614","61.978","58.548","13.90M","4.63%"
"Mar 15, 2019","58.610","56.055","59.131","56.055","11.36M","4.56%"
"Mar 14, 2019","56.054","55.448","57.836","53.831","11.01M","1.09%"
"Mar 13, 2019","55.450","56.705","56.900","54.607","10.40M","-2.22%"
"Mar 12, 2019","56.707","54.965","57.040","52.689","14.16M","3.17%"
"Mar 11, 2019","54.964","56.800","57.436","54.303","14.12M","-3.24%"
"Mar 10, 2019","56.805","57.989","58.100","56.130","11.85M","-2.05%"
"Mar 09, 2019","57.992","55.779","59.515","55.594","15.23M","3.96%"
