Date,Price,Open,High,Low,Vol.,Change %
"Jan 17, 2018",11192,"11,357.70","11,769.60","9,271.30",361.80K,-1.49%
"Jan 16, 2018",11362,"13,704.40","13,711.00","10,050.70",317.10K,-17.05%
"Jan 15, 2018",13698,"13,695.50","14,396.60","13,475.40",73.27K,0.02%
"Jan 14, 2018",13695,"14,291.90","14,446.10","13,094.70",85.12K,-4.18%
"Jan 13, 2018",14292,"13,896.00","14,640.70","13,888.20",61.14K,2.92%
"Jan 12, 2018",13887,"13,529.20","14,176.40","13,410.00",82.37K,2.60%
"Jan 11, 2018",13535,"15,046.70","15,109.10","13,048.30",167.81K,-10.02%
"Jan 10, 2018",15043,"14,778.50","15,045.40","13,613.10",87.07K,1.79%
"Jan 09, 2018",14779,"14,976.20","15,324.60","14,613.40",71.40K,-1.32%
"Jan 08, 2018",14976,"16,228.30","16,302.90","13,902.30",142.45K,-7.71%
"Jan 07, 2018",16228,"17,174.50","17,184.80","15,791.10",79.01K,-5.50%
"Jan 06, 2018",17172,"16,954.80","17,252.80","16,286.60",83.93K,1.28%
"Jan 05, 2018",16955,"15,180.10","17,126.90","14,832.40",141.96K,11.69%
"Jan 04, 2018",15180,"15,156.50","15,408.70","14,244.70",110.97K,0.15%
"Jan 03, 2018",15157,"14,754.10","15,435.00","14,579.70",106.54K,2.73%
"Jan 02, 2018",14754,"13,444.90","15,306.10","12,934.20",137.73K,9.74%
"Jan 01, 2018",13445,"13,850.50","13,921.50","12,877.70",78.43K,-2.93%
"Dec 31, 2017",13850,"12,532.40","14,241.80","12,359.40",111.27K,10.52%
"Dec 30, 2017",12532,"14,392.10","14,461.50","11,962.10",182.07K,-12.93%
"Dec 29, 2017",14393,"14,398.50","15,109.80","13,951.10",118.88K,-0.04%
"Dec 28, 2017",14399,"15,416.30","15,505.50","13,466.10",170.37K,-6.60%
"Dec 27, 2017",15417,"15,757.00","16,514.60","14,534.70",138.71K,-2.16%
"Dec 26, 2017",15757,"13,830.20","16,094.70","13,748.50",143.14K,13.90%
"Dec 25, 2017",13834,"13,790.00","14,467.40","13,010.70",107.48K,0.32%
"Dec 24, 2017",13790,"14,396.60","14,413.70","12,166.50",182.42K,-4.21%
"Dec 23, 2017",14397,"13,665.00","15,493.20","13,356.10",170.17K,5.35%
"Dec 22, 2017",13665,"15,632.10","15,823.70","10,875.70",466.98K,-12.58%
"Dec 21, 2017",15632,"16,461.10","17,301.80","14,953.00",163.74K,-5.04%
"Dec 20, 2017",16462,"17,521.70","17,813.60","15,642.70",227.68K,-6.06%
"Dec 19, 2017",17524,"18,971.20","19,022.00","16,812.80",174.54K,-7.64%
"Dec 18, 2017",18972,"19,065.70","19,221.10","18,114.40",139.25K,-0.49%
"Dec 17, 2017",19066,"19,346.60","19,870.60","18,750.90",117.41K,-1.45%
"Dec 16, 2017",19346,"17,594.10","19,587.70","17,318.50",112.17K,9.89%
"Dec 15, 2017",17605,"16,467.90","17,987.00","16,442.20",153.65K,6.90%
"Dec 14, 2017",16468,"16,286.80","16,941.10","16,023.60",107.92K,1.11%
"Dec 13, 2017",16287,"17,083.90","17,268.00","15,669.90",155.41K,-4.67%
"Dec 12, 2017",17084,"16,733.30","17,560.70","16,254.50",132.85K,2.10%
"Dec 11, 2017",16733,"15,060.50","17,399.20","15,024.60",159.73K,11.11%
"Dec 10, 2017",15060,"14,840.00","15,783.20","13,031.00",201.62K,1.46%
"Dec 09, 2017",14843,"16,048.20","16,313.20","13,151.50",181.98K,-7.50%
"Dec 08, 2017",16048,"16,868.00","17,294.80","13,906.10",286.76K,-4.76%
"Dec 07, 2017",16850,"13,750.10","16,879.30","13,401.60",297.11K,22.55%
"Dec 06, 2017",13750,"11,667.10","13,843.20","11,661.80",191.58K,17.85%
"Dec 05, 2017",11667,"11,624.40","11,901.90","11,486.10",89.69K,0.37%
"Dec 04, 2017",11624,"11,244.20","11,624.60","10,917.80",93.17K,3.36%
"Dec 03, 2017",11246,"10,912.70","11,851.10","10,578.40",122.13K,3.06%
"Dec 02, 2017",10913,"10,861.50","11,175.20","10,715.50",86.83K,0.47%
"Dec 01, 2017",10862,"9,947.10","10,942.80","9,420.90",131.92K,9.20%
"Nov 30, 2017",9947,"9,848.00","10,689.10","9,023.80",187.01K,1.11%
"Nov 29, 2017",9838,"9,906.00","11,417.80","8,938.70",233.33K,-0.69%
"Nov 28, 2017",9906,"9,732.60","9,969.60","9,638.20",87.76K,1.78%
"Nov 27, 2017",9733,"9,318.40","9,733.60","9,316.80",106.90K,4.45%
"Nov 26, 2017",9318,"8,754.60","9,474.60","8,746.60",85.89K,6.44%
"Nov 25, 2017",8755,"8,203.50","8,762.00","8,153.70",84.67K,6.75%
"Nov 24, 2017",8201,"8,013.40","8,332.90","7,900.20",73.00K,2.34%
